xlow	xhigh	val	errminus	errplus
1.548000e+00	1.560000e+00	3.027986e+00	3.590694e-02	3.590694e-02
1.560000e+00	1.572000e+00	3.056565e+00	3.533227e-02	3.533227e-02
1.572000e+00	1.584000e+00	2.994408e+00	3.550602e-02	3.550602e-02
1.584000e+00	1.596000e+00	2.929406e+00	3.543746e-02	3.543746e-02
1.596000e+00	1.608000e+00	2.956398e+00	3.632954e-02	3.632954e-02
1.608000e+00	1.620000e+00	2.961560e+00	3.819069e-02	3.819069e-02
1.620000e+00	1.632000e+00	2.987439e+00	3.913205e-02	3.913205e-02
1.632000e+00	1.644000e+00	2.976807e+00	4.036664e-02	4.036664e-02
1.644000e+00	1.656000e+00	2.884984e+00	4.070917e-02	4.070917e-02
1.656000e+00	1.668000e+00	2.911537e+00	4.196423e-02	4.196423e-02
1.668000e+00	1.680000e+00	2.874209e+00	4.057628e-02	4.057628e-02
1.680000e+00	1.692000e+00	2.885444e+00	4.331729e-02	4.331729e-02
1.692000e+00	1.704000e+00	2.857638e+00	4.344630e-02	4.344630e-02
1.704000e+00	1.716000e+00	2.966612e+00	4.675258e-02	4.675258e-02
1.716000e+00	1.728000e+00	2.878696e+00	4.607883e-02	4.607883e-02
1.728000e+00	1.740000e+00	2.926533e+00	4.837406e-02	4.837406e-02
1.740000e+00	1.752000e+00	2.943266e+00	4.854638e-02	4.854638e-02
1.752000e+00	1.764000e+00	2.866632e+00	5.098489e-02	5.098489e-02
1.764000e+00	1.776000e+00	2.818029e+00	5.239506e-02	5.239506e-02
1.776000e+00	1.788000e+00	2.957738e+00	5.370085e-02	5.370085e-02
1.788000e+00	1.800000e+00	2.861736e+00	5.636543e-02	5.636543e-02
1.800000e+00	1.812000e+00	2.852207e+00	5.307318e-02	5.307318e-02
1.812000e+00	1.824000e+00	2.766046e+00	5.694476e-02	5.694476e-02
1.824000e+00	1.836000e+00	2.791091e+00	6.322487e-02	6.322487e-02
1.836000e+00	1.848000e+00	2.772622e+00	6.026454e-02	6.026454e-02
1.848000e+00	1.860000e+00	2.803904e+00	6.450182e-02	6.450182e-02
1.860000e+00	1.872000e+00	2.746931e+00	6.511246e-02	6.511246e-02
1.872000e+00	1.884000e+00	2.766462e+00	5.810315e-02	5.810315e-02
1.884000e+00	1.896000e+00	2.665628e+00	6.471930e-02	6.471930e-02
1.896000e+00	1.908000e+00	2.822052e+00	7.312694e-02	7.312694e-02
1.908000e+00	1.920000e+00	2.733491e+00	7.177078e-02	7.177078e-02
1.920000e+00	1.932000e+00	2.788439e+00	6.796548e-02	6.796548e-02
1.932000e+00	1.944000e+00	2.634179e+00	7.509926e-02	7.509926e-02
1.944000e+00	1.956000e+00	2.844063e+00	7.924617e-02	7.924617e-02
1.956000e+00	1.968000e+00	2.917187e+00	8.625471e-02	8.625471e-02
1.968000e+00	1.980000e+00	2.764620e+00	7.380985e-02	7.380985e-02
1.980000e+00	1.992000e+00	2.825225e+00	8.581068e-02	8.581068e-02
1.992000e+00	2.004000e+00	2.862676e+00	8.976916e-02	8.976916e-02
2.004000e+00	2.016000e+00	2.844358e+00	1.082799e-01	1.082799e-01
2.016000e+00	2.028000e+00	2.733060e+00	9.126274e-02	9.126274e-02
2.028000e+00	2.040000e+00	2.737745e+00	1.055769e-01	1.055769e-01
2.040000e+00	2.052000e+00	2.835509e+00	1.091371e-01	1.091371e-01
2.052000e+00	2.064000e+00	2.800578e+00	1.180402e-01	1.180402e-01
2.064000e+00	2.076000e+00	2.900552e+00	1.152044e-01	1.152044e-01
2.076000e+00	2.088000e+00	2.659164e+00	1.268723e-01	1.268723e-01
2.088000e+00	2.100000e+00	2.921136e+00	1.142271e-01	1.142271e-01
2.100000e+00	2.112000e+00	2.857143e+00	1.335117e-01	1.335117e-01
2.112000e+00	2.124000e+00	2.671875e+00	1.224268e-01	1.224268e-01
2.124000e+00	2.136000e+00	2.747664e+00	1.540962e-01	1.540962e-01
2.136000e+00	2.148000e+00	2.885000e+00	1.671784e-01	1.671784e-01
2.148000e+00	2.160000e+00	2.572917e+00	1.378614e-01	1.378614e-01
2.160000e+00	2.172000e+00	2.687179e+00	1.547484e-01	1.547484e-01
2.172000e+00	2.184000e+00	2.843023e+00	1.507903e-01	1.507903e-01
2.184000e+00	2.196000e+00	2.754839e+00	1.635749e-01	1.635749e-01
2.196000e+00	2.208000e+00	2.610390e+00	1.395154e-01	1.395154e-01
2.208000e+00	2.220000e+00	2.511450e+00	1.680136e-01	1.680136e-01
2.220000e+00	2.232000e+00	2.828571e+00	1.621866e-01	1.621866e-01
2.232000e+00	2.244000e+00	2.856115e+00	1.819624e-01	1.819624e-01
2.244000e+00	2.256000e+00	2.282609e+00	2.273290e-01	2.273290e-01
2.256000e+00	2.268000e+00	2.615385e+00	1.756816e-01	1.756816e-01
2.268000e+00	2.280000e+00	2.812500e+00	2.465546e-01	2.465546e-01
2.280000e+00	2.292000e+00	2.766990e+00	2.217061e-01	2.217061e-01
2.292000e+00	2.304000e+00	2.838710e+00	2.742169e-01	2.742169e-01
2.304000e+00	2.316000e+00	2.620690e+00	2.050169e-01	2.050169e-01
2.316000e+00	2.328000e+00	2.800000e+00	3.351364e-01	3.351364e-01
2.328000e+00	2.340000e+00	2.264706e+00	2.613681e-01	2.613681e-01
2.340000e+00	2.352000e+00	2.647059e+00	2.454664e-01	2.454664e-01
2.352000e+00	2.364000e+00	2.612903e+00	3.019020e-01	3.019020e-01
2.364000e+00	2.376000e+00	2.654545e+00	2.437338e-01	2.437338e-01
2.376000e+00	2.388000e+00	2.682927e+00	3.112505e-01	3.112505e-01
2.388000e+00	2.400000e+00	2.771429e+00	3.204139e-01	3.204139e-01
2.400000e+00	2.412000e+00	2.500000e+00	2.658753e-01	2.658753e-01
2.412000e+00	2.424000e+00	2.687500e+00	3.547986e-01	3.547986e-01
2.424000e+00	2.436000e+00	2.750000e+00	4.139698e-01	4.139698e-01
2.436000e+00	2.448000e+00	2.538462e+00	2.999014e-01	2.999014e-01
2.448000e+00	2.460000e+00	2.000000e+00	4.039281e-01	4.039281e-01
2.460000e+00	2.472000e+00	2.565217e+00	3.710155e-01	3.710155e-01
2.472000e+00	2.484000e+00	2.608696e+00	4.389132e-01	4.389132e-01
2.484000e+00	2.496000e+00	2.550000e+00	3.515005e-01	3.515005e-01
2.496000e+00	2.508000e+00	2.894737e+00	3.324087e-01	3.324087e-01
2.508000e+00	2.520000e+00	3.500000e+00	7.745967e-01	7.745967e-01
2.520000e+00	2.532000e+00	2.722222e+00	4.837595e-01	4.837595e-01
2.532000e+00	2.544000e+00	2.666667e+00	4.974683e-01	4.974683e-01
2.544000e+00	2.556000e+00	2.125000e+00	2.950484e-01	2.950484e-01
2.556000e+00	2.568000e+00	2.888889e+00	5.879447e-01	5.879447e-01
2.568000e+00	2.580000e+00	2.533333e+00	5.925463e-01	5.925463e-01
2.580000e+00	2.592000e+00	2.375000e+00	5.324304e-01	5.324304e-01
2.592000e+00	2.604000e+00	2.250000e+00	5.900968e-01	5.900968e-01
2.604000e+00	2.616000e+00	2.857143e+00	5.947617e-01	5.947617e-01
2.616000e+00	2.628000e+00	2.600000e+00	9.273618e-01	9.273618e-01
2.628000e+00	2.640000e+00	2.428571e+00	6.494372e-01	6.494372e-01
2.640000e+00	2.652000e+00	2.500000e+00	1.554563e+00	1.554563e+00
2.652000e+00	2.664000e+00	4.500000e+00	1.258306e+00	1.258306e+00
2.664000e+00	2.676000e+00	1.857143e+00	3.400680e-01	3.400680e-01
2.676000e+00	2.688000e+00	2.500000e+00	2.886751e-01	2.886751e-01
2.688000e+00	2.700000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2.700000e+00	2.712000e+00	1.600000e+00	4.760952e-01	4.760952e-01
2.712000e+00	2.724000e+00	6.000000e+00	nan	nan
2.724000e+00	2.736000e+00	nan	nan	nan
2.736000e+00	2.748000e+00	2.000000e+00	1.000000e+00	1.000000e+00
2.748000e+00	2.760000e+00	4.000000e+00	nan	nan
2.760000e+00	2.772000e+00	8.000000e-01	3.741657e-01	3.741657e-01
2.772000e+00	2.784000e+00	4.000000e+00	0.000000e+00	0.000000e+00
2.784000e+00	2.796000e+00	1.666667e+00	3.333333e-01	3.333333e-01
2.796000e+00	2.808000e+00	2.000000e+00	0.000000e+00	0.000000e+00
2.808000e+00	2.820000e+00	3.333333e+00	1.201850e+00	1.201850e+00
2.820000e+00	2.832000e+00	4.000000e+00	nan	nan
2.832000e+00	2.844000e+00	5.250000e+00	1.108678e+00	1.108678e+00
2.844000e+00	2.856000e+00	2.000000e+00	8.366600e-01	8.366600e-01
2.856000e+00	2.868000e+00	3.142857e+00	7.377111e-01	7.377111e-01
2.868000e+00	2.880000e+00	nan	nan	nan
2.880000e+00	2.892000e+00	3.500000e+00	1.500000e+00	1.500000e+00
2.892000e+00	2.904000e+00	nan	nan	nan
2.904000e+00	2.916000e+00	1.000000e+00	nan	nan
2.916000e+00	2.928000e+00	5.000000e+00	nan	nan
2.928000e+00	2.940000e+00	3.000000e+00	nan	nan
2.940000e+00	2.952000e+00	4.000000e+00	1.000000e+00	1.000000e+00
2.952000e+00	2.964000e+00	3.000000e+00	nan	nan
2.964000e+00	2.976000e+00	nan	nan	nan
2.976000e+00	2.988000e+00	nan	nan	nan
2.988000e+00	3.000000e+00	1.000000e+00	nan	nan
